train,CarryingObject,4-9-VIRAT_S_050202_10_002159_002233,586,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/4-9-VIRAT_S_050202_10_002159_002233
train,CarryingObject,41-9-VIRAT_S_050000_01_000207_000361,70,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/41-9-VIRAT_S_050000_01_000207_000361
train,CarryingObject,33-9-VIRAT_S_010204_01_000072_000225,1169,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/33-9-VIRAT_S_010204_01_000072_000225
train,CarryingObject,31-9-VIRAT_S_010203_06_000620_000760,221,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/31-9-VIRAT_S_010203_06_000620_000760
train,CarryingObject,4-9-VIRAT_S_050000_16_001947_001989,51,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/4-9-VIRAT_S_050000_16_001947_001989
train,CarryingObject,4-9-VIRAT_S_010207_01_000712_000752,776,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/4-9-VIRAT_S_010207_01_000712_000752
train,CarryingObject,19-9-VIRAT_S_010202_01_000055_000147,607,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/19-9-VIRAT_S_010202_01_000055_000147
train,CarryingObject,84-9-VIRAT_S_010003_00_000000_000108,308,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/84-9-VIRAT_S_010003_00_000000_000108
train,CarryingObject,28-9-VIRAT_S_040104_07_001268_001348,337,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/28-9-VIRAT_S_040104_07_001268_001348
train,CarryingObject,3-9-VIRAT_S_010001_03_000537_000563,277,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/3-9-VIRAT_S_010001_03_000537_000563
train,CarryingObject,45-9-VIRAT_S_010001_01_000071_000167,275,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/45-9-VIRAT_S_010001_01_000071_000167
train,CarryingObject,48-9-VIRAT_S_050000_07_001014_001126,1222,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/48-9-VIRAT_S_050000_07_001014_001126
train,CarryingObject,21-9-VIRAT_S_010203_04_000457_000511,759,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/21-9-VIRAT_S_010203_04_000457_000511
train,CarryingObject,3-9-VIRAT_S_010208_05_000591_000631,487,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/3-9-VIRAT_S_010208_05_000591_000631
train,CarryingObject,17-9-VIRAT_S_010202_01_000055_000147,817,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/17-9-VIRAT_S_010202_01_000055_000147
train,CarryingObject,7-9-VIRAT_S_010207_01_000712_000752,99,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/7-9-VIRAT_S_010207_01_000712_000752
train,CarryingObject,8-9-VIRAT_S_010002_04_000307_000350,282,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/8-9-VIRAT_S_010002_04_000307_000350
train,CarryingObject,23-9-VIRAT_S_010004_02_000191_000237,177,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/23-9-VIRAT_S_010004_02_000191_000237
train,CarryingObject,59-9-VIRAT_S_050301_03_000933_001046,836,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/59-9-VIRAT_S_050301_03_000933_001046
train,CarryingObject,33-9-VIRAT_S_010202_06_000784_000873,1210,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/33-9-VIRAT_S_010202_06_000784_000873
train,CarryingObject,6-9-VIRAT_S_010000_07_000827_000860,615,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/6-9-VIRAT_S_010000_07_000827_000860
train,CarryingObject,10-9-VIRAT_S_010203_05_000515_000593,1143,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/10-9-VIRAT_S_010203_05_000515_000593
train,CarryingObject,4-9-VIRAT_S_010002_02_000174_000204,282,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/4-9-VIRAT_S_010002_02_000174_000204
train,CarryingObject,11-9-VIRAT_S_010203_08_000895_000975,354,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/11-9-VIRAT_S_010203_08_000895_000975
train,CarryingObject,10-9-VIRAT_S_010203_10_001092_001121,321,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/10-9-VIRAT_S_010203_10_001092_001121
train,CarryingObject,159-9-VIRAT_S_050300_01_000148_000396,1240,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/159-9-VIRAT_S_050300_01_000148_000396
train,CarryingObject,50-9-VIRAT_S_010200_07_000748_000837,459,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/50-9-VIRAT_S_010200_07_000748_000837
train,CarryingObject,20-9-VIRAT_S_010203_08_000895_000975,622,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/20-9-VIRAT_S_010203_08_000895_000975
train,CarryingObject,0-9-VIRAT_S_010003_05_000499_000523,290,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/0-9-VIRAT_S_010003_05_000499_000523
train,CarryingObject,35-9-VIRAT_S_040103_03_000284_000425,372,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/35-9-VIRAT_S_040103_03_000284_000425
train,CarryingObject,12-9-VIRAT_S_010208_10_000904_000991,227,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/12-9-VIRAT_S_010208_10_000904_000991
train,CarryingObject,13-9-VIRAT_S_010201_06_000550_000600,439,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/13-9-VIRAT_S_010201_06_000550_000600
train,CarryingObject,50-9-VIRAT_S_050000_01_000207_000361,813,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/50-9-VIRAT_S_050000_01_000207_000361
train,CarryingObject,1-9-VIRAT_S_010207_08_001308_001332,129,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/1-9-VIRAT_S_010207_08_001308_001332
train,CarryingObject,55-9-VIRAT_S_050000_07_001014_001126,53,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/55-9-VIRAT_S_050000_07_001014_001126
train,CarryingObject,68-9-VIRAT_S_010200_03_000470_000567,774,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/68-9-VIRAT_S_010200_03_000470_000567
train,CarryingObject,23-9-VIRAT_S_000002,529,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/23-9-VIRAT_S_000002
train,CarryingObject,43-9-VIRAT_S_010112_00_000015_000095,322,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/43-9-VIRAT_S_010112_00_000015_000095
train,CarryingObject,12-9-VIRAT_S_050000_04_000640_000690,654,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/12-9-VIRAT_S_050000_04_000640_000690
train,CarryingObject,12-9-VIRAT_S_010202_03_000313_000355,325,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/12-9-VIRAT_S_010202_03_000313_000355
train,CarryingObject,10-9-VIRAT_S_050000_10_001462_001491,129,/media/grupoavatar/DATOS/VIRAT/VIRAT_Video_Dataset_Release_2.0/VIRAT_Ground_Dataset/videos_categorized/CarryingObject/10-9-VIRAT_S_050000_10_001462_001491
